0.000000000000000000e+00,1.048865131362343439e-02,3.015945660038863579e-02,3.897616164358636004e-02,7.121952677165231671e-02,6.088987046322107827e-02,1.010448660444883962e-01,1.086162375693922183e-01,1.987058667776666065e-01,1.169545339285947144e-01,1.192135884467177137e-01,1.085043860091530199e-01,1.665587705550230502e-01,1.165830360368936974e-01,1.357790279791140919e-01,1.324982872890408947e-01,2.144957700622192043e-01,1.138864717664961057e-01,8.973654883119547288e-02,5.625485496148587006e-02,5.462180369590190904e-02,4.714896988340519512e-02,6.064567706878048331e-02,5.402631001935946642e-02,8.118230922767583069e-02,4.299305508210343740e-02,3.417461193896003530e-02,1.803242156122726939e-02,5.570154136511181603e-03,3.633909553923720098e-03,-5.012588511125149263e-03,-4.307186571963555685e-03,0.000000000000000000e+00
6.723726996578274946e-03,1.449501162726182096e-02,2.646941146016951532e-02,4.584162884058596427e-02,5.905164459575733965e-02,7.802755984320282334e-02,9.931675277740949215e-02,1.330316257056199103e-01,1.560794751207457698e-01,1.495698574280947546e-01,1.424912304914527639e-01,1.531671090649844580e-01,1.623353617166554130e-01,1.580712527802654865e-01,1.557805638051576458e-01,1.695711583044802462e-01,1.769440677994583155e-01,1.489973151459234868e-01,1.164186793101946171e-01,8.975101683635426653e-02,7.658512511180232130e-02,6.591218124205525108e-02,6.547546555416042247e-02,6.512153795438511972e-02,6.506146614335849010e-02,4.710556768498469493e-02,2.991309580062541731e-02,1.630620163299060024e-02,8.061242559820394615e-03,2.282415620596085250e-03,2.215166129651325016e-03,-2.854601269051237900e-03,-1.224120598505621998e-03
1.097536226034876404e-02,1.542000192158387607e-02,2.546989521001315204e-02,3.556514355654143145e-02,5.479895847327967418e-02,6.318316862174502835e-02,8.810118590649093639e-02,1.122783050219810785e-01,1.375214158387674246e-01,1.416767141042211686e-01,1.532575398503818465e-01,1.522852600247836530e-01,1.683018805816819952e-01,1.588424565640225161e-01,1.637219254793927659e-01,1.647119431153271363e-01,1.649378731237085838e-01,1.494730044188489482e-01,1.250139801297064646e-01,1.007465138449363251e-01,8.208543962750557144e-02,7.351424516826286781e-02,7.395192742625411597e-02,6.361070334734582332e-02,5.555240465632586139e-02,4.244570449334453960e-02,2.567113043217960147e-02,1.489836865596872069e-02,-1.455311898545449349e-03,-5.053884797024788857e-03,-1.169257949638542651e-03,-3.893822431613225862e-04,0.000000000000000000e+00
-4.474170671633201282e-04,6.641995544165540249e-03,1.146936561551533187e-02,1.959285850772414170e-02,2.505090390505128675e-02,4.364355124270111880e-02,7.045061476655334332e-02,9.314302253521981878e-02,1.158576852431226906e-01,1.288382881299553473e-01,1.359584275274545451e-01,1.452271449483852062e-01,1.513385908658111956e-01,1.529763305368424808e-01,1.562335770146525138e-01,1.615883335985452973e-01,1.594751967466739029e-01,1.467331469312267156e-01,1.266463861919855660e-01,1.042778594774614043e-01,9.053567249129462757e-02,7.464003847490857657e-02,6.635131048896086847e-02,5.492026923742616973e-02,4.613565106936575594e-02,3.443885280451548792e-02,1.798366238145480273e-02,4.588638464134395765e-03,-4.525648099817823448e-03,-7.387657689956575111e-03,-7.008872639219549013e-03,9.093069536717751471e-04,3.691177686549494252e-03
-1.316193465832199427e-02,-7.016437900760922816e-03,-8.349365414326091750e-03,1.040285612642188450e-03,-3.219223841273481657e-03,2.389487951580511471e-02,5.017818579373983789e-02,7.374037234125202511e-02,9.750508934910252778e-02,1.101556875466641605e-01,1.118849993731425713e-01,1.292784026636857320e-01,1.414299837740921051e-01,1.425428810781391442e-01,1.536254166930330900e-01,1.527286599893701025e-01,1.647891389867423839e-01,1.363741217714614373e-01,1.178573326518052022e-01,9.788568386118336184e-02,9.693696908720869643e-02,6.844020841520548348e-02,5.041022509915335514e-02,4.409745187845182102e-02,3.708005117602911072e-02,2.163545650615785951e-02,6.746657070875565487e-03,-1.326980536060999583e-03,-1.972892515950096584e-02,-9.130542398159347678e-03,-4.792937089948882262e-03,6.915332064464474286e-04,0.000000000000000000e+00
-1.983946850511291229e-02,-2.243759347246764013e-02,-2.135513979991436953e-02,-1.096725545225904139e-02,-6.336117778352284152e-03,1.152430645138398553e-02,3.473008773167283320e-02,5.955924975010686018e-02,7.535109764817490841e-02,9.080095525067867490e-02,9.836378738095918894e-02,1.132371400050362492e-01,1.183726743561834965e-01,1.289227456313507825e-01,1.338532251497299985e-01,1.358686853768507063e-01,1.312397952993702988e-01,1.147186362699259693e-01,1.010087788413835813e-01,8.572846294218440522e-02,6.670529711903398773e-02,4.693127294623366391e-02,3.002827753343264086e-02,1.888001596330586215e-02,1.318447533007892185e-02,5.708056969824730487e-03,-3.342576242271960187e-03,-9.834979502609112953e-03,-1.677775424212726851e-02,-1.372854164032359138e-02,-6.007482756072616593e-03,-2.057564519618402567e-03,-6.646341916616996769e-03
-4.021533708381289790e-02,-3.348989751662991704e-02,-2.761225269446673791e-02,-1.793760946337282641e-02,-7.575039733542700965e-03,1.685640432463713463e-03,1.854202785833770906e-02,4.095368899784545408e-02,6.392319795728158838e-02,7.757466093290477094e-02,8.544348773840705624e-02,9.638054882486014885e-02,1.022810908324488510e-01,1.078226161710618136e-01,1.169251989678216919e-01,1.098516381752141224e-01,1.052782060739236858e-01,8.923286827047799408e-02,8.074547544178917180e-02,5.894157915052381652e-02,4.073686175683847305e-02,2.041423775245837860e-02,4.373533049364474942e-03,-6.972307397457728692e-03,-2.025706828336684001e-02,-1.710234350221183017e-02,-7.826256005283435332e-03,-1.104917268434512170e-02,-2.099867957981930294e-02,-9.129505554331469180e-03,-6.347977958376716835e-04,-9.563512964843813493e-04,0.000000000000000000e+00
-4.627905694280737281e-02,-4.795067677992560784e-02,-3.387188206870166834e-02,-2.395230436030832896e-02,-1.750148070056424532e-02,-8.159903933152010125e-03,1.107283883871502776e-02,2.816038172551895910e-02,5.164887207149055498e-02,6.164806043912284678e-02,6.528865613392528799e-02,7.830383148978435626e-02,8.375593194047555035e-02,8.369017592580084430e-02,8.068293795389042122e-02,8.436343220990610847e-02,8.490924182072741300e-02,7.214645319994676675e-02,5.090178659954534834e-02,3.670092783401041753e-02,2.149961733934203922e-02,2.225299266141192445e-03,-1.054835968709116022e-02,-2.842922756501129258e-02,-3.462865296553761102e-02,-3.083763499237104563e-02,-1.717353773353642171e-02,-1.801176348194993837e-02,-1.910955127039886542e-02,-1.386787609190145119e-02,-1.181085707368220716e-02,-6.770093474208171459e-03,-1.219589145497468503e-02
-8.823223643183897291e-02,-6.698194638911927901e-02,-4.715137594114168773e-02,-4.070589105379281147e-02,-2.610327286142686762e-02,-2.095796292334719743e-02,-4.426629481717789423e-03,1.470532298316774844e-02,4.820323263529033286e-02,4.163479421220359772e-02,4.877579472282132095e-02,5.649320801935379249e-02,6.952236786395325774e-02,5.958398553622589605e-02,5.300606158384631866e-02,5.411318407110739942e-02,7.244914469344183872e-02,4.168262509673598820e-02,2.462733441793647435e-02,8.174560682823871216e-03,5.988825730221525312e-04,-2.036533971205121279e-02,-3.578394026073773715e-02,-4.508918897789102043e-02,-6.897763575030158023e-02,-4.112693912529578888e-02,-2.418997353559807634e-02,-2.444882499442703472e-02,-1.601083507666168498e-02,-1.930712567949601638e-02,-1.892312716605967782e-02,-7.503938419217820108e-03,0.000000000000000000e+00
-6.065062367271854826e-02,-7.670721484113968147e-02,-7.211755606968893451e-02,-6.251918063002867565e-02,-4.874282256770256366e-02,-3.761288533578247689e-02,-2.326855487261381833e-02,-8.443552358379164888e-03,1.019262310561739639e-02,1.688043983130447026e-02,1.922370208278418105e-02,2.693992771517844317e-02,2.805115554205362544e-02,2.198905450997695743e-02,1.587861142298727796e-02,1.730464857289001901e-02,1.074513345259575821e-02,1.549117247227969245e-03,-1.362107391453818567e-02,-2.175248098938861729e-02,-2.583335036043520050e-02,-4.072730200286123203e-02,-4.949542848803506478e-02,-5.357931906767758601e-02,-5.576421259411552811e-02,-4.530899633506653423e-02,-3.676647603514050788e-02,-2.356264413928113588e-02,-1.381472850950196847e-02,-1.598939157936763583e-02,-1.859584780056968215e-02,-1.617181327338558863e-02,-2.042135232238532008e-02
